82.43	203890	230389	230615	204629	204900	203216	222603	204960	203716	204306
82.43	204055	230704	230111	205808	204719	204362	226534	228936	206120	205221
82.43	205081	227457	229600	206195	204636	203026	202445	226978	205334	204119
82.43	205436	230162	229541	206488	204211	205013	229398	230484	205935	203964
82.43	204042	225792	229141	206611	205629	204044	225536	203137	202584	203856
82.43	204224	227974	230429	205710	205847	204712	225354	229465	204991	204971
82.43	203311	226194	230227	205212	204286	203616	223579	229254	205645	204692
82.43	205437	229071	228330	207836	204818	204349	227581	228227	205059	203891
82.43	206000	227959	230300	205881	205882	204203	223299	226157	205737	205296
82.43	205031	226250	230607	206145	204341	203504	223647	227473	205190	204563
82.43	210889	228451	223058	205921	205888	223244	223926	203445	202786	203436
82.43	204707	224283	227998	205845	204401	204553	225937	227342	206608	204321
82.43	205969	224825	231891	206973	204799	204629	226874	229084	205662	204364
82.43	204268	226582	227263	204813	204966	204220	226991	230715	205820	205161
82.43	205025	229307	231979	205775	204320	203415	225046	230944	204903	205514
82.43	204111	225758	230948	206789	203789	204413	227293	229802	206839	203023
82.43	205401	229208	232308	205886	203964	205144	227607	231624	206945	204926
82.43	204355	228112	230590	205076	204731	203154	203037	227295	205495	204836
82.43	204497	226403	228879	207897	204697	204933	226796	230377	205112	204423
82.43	204516	224771	231546	207135	204850	205052	227222	233628	206885	204704
82.44	204159	226479	229637	205857	205312	203480	226675	232719	205805	204176
82.44	204259	224886	226711	203928	202578	204713	225281	227828	206116	203868
82.44	204299	227757	228706	207043	207323	203758	226342	228270	204997	204026
82.44	205571	228262	229556	205280	203589	205122	225328	230165	205590	204801
82.44	204836	225683	233955	205766	204702	203939	230095	232923	205095	204130
82.44	205444	231380	233022	205828	204572	205492	226792	230398	205658	204759
82.44	203816	228032	229350	206601	204689	202978	201070	201206	201405	202451
82.44	214668	226413	217968	203192	205134	203336	225043	203795	202366	203749
82.44	203851	226999	231747	205601	205898	204638	226466	228493	204364	202383
82.44	205833	227615	232140	206078	204027	203210	225351	230611	206112	204017
82.44	203447	228107	228597	206521	204247	204361	231727	229813	205802	204136
82.44	204518	227040	231960	206739	205638	204559	227451	229173	205364	204702
82.44	204366	228002	233502	206144	205237	205173	227166	230935	205421	205065
82.44	204944	226845	231726	205016	204450	204655	229025	234284	204729	204986
82.44	204578	228914	229360	206815	204651	204087	202634	228524	204733	202840
82.44	204466	228086	230489	206575	205446	205622	225931	232248	206164	204503
82.44	205208	228564	231512	206393	204310	205128	228293	232928	205169	205107
82.44	204790	229000	232374	208347	204879	204442	226982	227939	206651	204105
82.44	204932	225762	231027	206157	205235	204564	228350	228474	204378	204934
82.44	204828	224709	228438	204759	204765	202579	202031	227376	205643	203680
82.45	205541	226720	231508	206358	204567	204106	229841	231725	206355	204285
82.45	204367	227630	231395	204805	205103	204972	226896	231333	205223	205083
82.45	204727	229211	231401	206535	205505	205233	230013	234345	204410	204795
82.45	204300	229681	226225	206430	204141	204917	229269	231456	206652	205050
82.45	203713	226218	234028	206641	205272	204487	202398	230306	205262	204289
82.45	204635	230073	232830	207442	204587	204969	228156	231611	205236	204645
82.45	204488	227783	231228	207202	203375	204334	231340	232855	206547	204979
82.45	204940	228168	233477	207173	205022	204031	229275	226684	206695	205102
82.45	204304	227520	232133	205698	204810	204336	228105	205753	202311	204089
82.45	204875	226273	232879	204679	204906	203995	203081	226906	204914	203615
82.45	204849	225868	232569	206765	203816	204105	229949	234740	207412	203853
82.45	206399	229639	231944	206888	204798	203748	224663	231561	204220	205085
82.45	204426	230113	232488	205707	204793	205019	227409	229185	206806	205967
82.45	205745	228633	230965	205146	205508	204694	228361	231769	205209	204916
82.45	204576	229159	231889	207175	205748	204843	227031	204085	202186	204273
82.45	203979	226544	231274	204742	204164	203730	224745	229074	205240	204585
82.45	206276	229101	234403	206769	205752	203509	227029	204728	202183	203710
82.45	204249	226404	231230	206533	205451	203091	226665	232483	205131	204843
82.45	205508	228880	227088	205944	204301	203651	223206	204302	202163	203975
82.45	206651	225992	230930	206764	204536	203519	228242	229394	206173	203342
82.46	204654	229022	233698	208074	205496	205025	226945	231292	206824	204351
82.46	205707	225468	230740	206600	205395	205149	226108	231515	206341	203976
82.46	205009	230435	230781	205272	205467	203649	226380	206725	203327	203100
82.46	205544	227754	231673	206975	206174	204830	229017	230412	206526	205313
82.46	204737	228346	230875	206365	205350	205200	226823	228741	206838	205036
82.46	203869	226159	232658	204953	204258	203250	225798	204421	202067	203090
82.46	205728	229445	230341	205953	203743	205162	225016	203707	202718	204560
82.46	203854	230889	231797	206985	205075	204636	226309	232447	206310	203904
82.46	205044	225985	232410	207563	204297	203887	225748	229308	204843	203507
82.46	205661	226762	231980	205474	204018	204792	228514	231384	207392	203958
82.46	205831	230264	232817	206312	205150	203687	223158	204223	203127	202754
82.46	205386	228861	232096	207523	206493	204730	230634	236008	206545	203837
82.46	204487	227095	234793	206673	205224	205067	225615	230987	204774	203951
