85.1	805964	823216	824078	804892	804960	807596	806730	807405	807118	807374
85.1	803255	818750	820664	802063	803296	804585	819857	803826	803931	803918
85.1	804925	821724	821868	803826	804128	808157	806927	804628	805288	805627
85.1	805945	824696	829188	806148	806679	804713	802575	822223	804524	805384
85.1	803510	822932	820460	805183	804315	806254	805347	822724	803646	805717
85.1	803525	818490	823643	803645	802732	806681	824293	823687	806752	807112
85.1	804647	825279	824330	803601	803315	803456	820847	820767	803351	803114
85.1	804183	823825	824398	804972	805495	804816	821995	822158	803957	803783
85.1	805032	822434	823946	804665	803961	804593	804796	820079	803233	802546
85.1	805737	823101	821834	805579	806170	803125	820778	803624	803731	804050
85.1	805965	825232	826615	804615	804287	803539	822806	804108	802927	804023
85.1	806484	822007	823466	805586	805835	803448	820222	821245	803692	802746
85.1	805236	823144	824996	804791	804795	803841	805336	804730	804587	804720
85.1	804979	821208	820395	804502	804794	804429	823721	803729	804982	805012
85.1	806152	822910	823864	804678	805285	805726	824248	804206	805329	806293
85.1	805284	822955	825140	804819	804979	805254	823824	825773	803358	805290
85.1	803439	823342	822740	804225	805257	805616	822815	804046	804672	804149
85.1	806025	822096	820570	802063	803975	804411	822428	822153	805200	805273
85.1	803808	826221	822245	803905	803507	806722	825685	805828	804059	805637
85.1	804476	822448	825012	805944	804239	804706	803946	805932	804934	805326
85.1	804292	821899	826351	804940	804724	807206	825352	807161	805840	805619
85.1	804673	824495	823434	804120	804136	803160	819454	801812	803886	804012
85.1	803465	825950	825055	801766	804223	802165	802159	800880	801321	801840
85.1	804348	825511	825781	803203	804660	805029	803362	804118	804118	804436
85.1	805127	823319	825119	804772	806335	802820	823163	801807	802991	803221
85.1	803600	820038	821920	803228	803751	806425	824005	805363	805494	805482
85.1	805657	822610	824463	805304	805769	804358	820723	822688	801938	804008
85.1	803376	822684	821102	803308	803513	803842	824278	827619	804429	805456
85.1	805172	824836	825393	805431	805275	805111	824252	803804	803674	804988
85.1	805651	824952	821762	805260	803790	804022	823093	802352	803875	803323
85.1	804329	824502	824814	804947	804611	806391	820621	805045	806084	804379
85.1	805849	825700	822167	804190	804483	806596	806347	804059	805072	805065
85.1	801331	822552	820682	802647	802361	806133	806899	806132	807436	806706
85.1	804709	821084	823330	806182	804904	805755	823224	804257	805593	806686
85.1	804520	823838	821286	803592	804932	804940	804306	824320	805965	804953
85.1	803017	821393	820992	803076	804860	803854	803981	803509	802920	803181
85.1	806163	823708	824799	806584	806710	806303	806035	806691	806593	806697
85.1	803525	823488	823271	804007	803272	805602	821619	805190	804220	804101
85.1	806130	823584	823472	803844	805517	805698	825599	807331	805279	805277
85.1	804332	826036	822426	806234	805393	804165	804715	823407	804737	806584
85.1	805946	823135	825293	805069	806886	805872	806701	825162	805179	806649
85.1	803565	826562	825795	805758	806033	804390	804315	821314	803173	804771
85.1	805799	818896	823732	806176	806063	803780	825953	824777	805623	805100
85.1	804274	819954	823117	803772	803799	805248	825554	806958	804888	805899
85.1	805019	824059	824092	804918	803272	806149	805426	822361	804355	805809
85.1	804126	824585	820402	804161	803009	803868	804279	804609	802318	802366
85.1	803175	808910	809317	804945	803358	802171	802293	802463	801741	802419
85.1	803229	810615	808316	805652	805383	805842	805083	809410	805251	805215
85.1	804643	819234	823082	804752	805032	802958	822608	803756	803301	803269
85.1	805073	821245	817311	804237	804225	802718	818411	803616	803681	803240
85.1	803339	821760	821465	803457	804450	802137	803363	817615	803659	802388
85.1	805882	821526	823551	806213	805426	805322	821758	822234	805931	803504
85.1	804670	819671	822166	803930	805178	806496	805813	807753	807209	807416
85.1	803035	821666	822754	803135	803900	805242	825473	822527	803156	803770
85.1	805364	822745	822039	804117	805636	803789	818408	804562	804206	805813
85.1	804764	823820	822749	803439	804928	804945	821013	824924	804011	805300
85.1	806456	822864	825408	806279	806470	802892	822918	823204	805137	804426
85.1	807726	825704	821288	806485	805493	804453	805012	822394	805536	803862
85.1	807772	825443	823116	805724	804749	804863	821436	801968	804064	804382
85.1	807649	825441	823913	806240	806207	803364	804075	820451	804990	804356
85.1	805488	824757	823733	805067	805314	803227	804230	821370	803895	804063
85.1	804429	820517	824990	804433	804679	803085	818792	803907	802930	802824
85.1	807408	826201	824019	806110	806813	804447	802935	804464	802405	803566
85.1	803988	822066	819385	804511	803744	804240	804055	824017	803596	804133
85.1	805643	823122	821731	804687	805088	806380	822937	803681	802937	803241
85.1	805944	823821	828013	805969	805565	803804	804413	805782	803561	804748
85.1	806732	822796	823352	803665	805294	804965	804885	824048	804218	803617
85.1	803986	823663	821207	804169	804351	805873	823993	804379	805859	805530
85.1	806960	824495	824121	804326	804725	803239	802546	820180	803143	802568
85.1	804294	824082	820816	804414	804517	802944	821224	821807	801677	801412
85.1	805585	824841	821701	806498	805537	803749	820645	802822	802742	802984
85.1	803415	819667	820536	804083	804250	805460	805071	806072	804996	805623
85.1	806938	824143	824492	806151	806915	804435	821232	804490	803293	804216
85.1	804023	824657	822021	803954	803609	804313	821591	803813	804586	802951
85.1	804540	826428	826266	806501	807131	804998	825518	804368	805078	804777
85.1	804718	825234	823569	804798	805378	804145	818674	804033	804029	802589
85.1	804789	823917	826075	803220	804641	803046	817827	803522	802894	803031
85.1	804382	824771	823200	805693	805830	802864	819774	804078	803201	802252
85.1	806774	825324	822696	805874	805701	805943	822794	804339	803928	804861
85.1	804741	824317	823592	804633	804582	804973	824219	823383	805382	803749
85.1	803600	821949	823855	803943	806286	804527	819894	803879	803435	803340
85.1	804259	819976	823025	802345	804356	803359	821918	805090	803617	803721
85.1	806012	822520	825780	807190	805899	802632	820587	803366	803528	804498
85.1	803224	822996	820829	803114	803100	804038	804120	821590	802717	803075
85.1	805592	822581	821307	805471	805520	806442	824900	806222	806324	805966
85.1	805965	819444	820031	806397	803405	804598	803484	803675	803492	803217
85.1	806031	820877	821577	803066	806207	802669	802580	822277	804468	803563
85.1	806391	821914	826523	806939	806565	804850	824278	804535	804095	805219
85.1	805034	822598	820388	805329	803270	803291	819513	803377	801770	803762
85.1	806329	822212	825953	806967	806987	805882	823175	804918	805102	805194
85.1	803756	823670	821002	803306	802805	804625	804015	823998	804788	805467
