3	811749	805051	819170	818071	817944	816982	804051	813184	804503	821805	822444	817310	816915	803658
3	811436	805472	819577	821525	817597	816876	803830	813779	803722	821458	818494	818623	816728	804105
3	811275	804357	821603	817364	817722	815749	804307	811807	803932	819533	818632	815938	816854	802098
3	809726	802209	820468	817147	816071	814834	803836	813942	804617	817631	817284	819095	816146	804245
3	810536	802303	816683	816767	814058	812903	802007	811589	802714	819211	818983	817081	815974	803867
3	808482	800936	814314	815868	811578	813267	799778	810137	802209	818737	816717	812746	802548	800788
3	810315	802611	818106	816657	815271	812893	802106	812952	804381	819796	820323	816514	815322	804112
3	814939	804991	820885	820802	819514	818177	804074	813731	804262	818309	818939	817162	815062	803568
3	810985	803294	819435	819850	816290	813417	803197	812885	806602	820245	820815	819915	815765	805504
3	810842	803714	821583	821611	816416	815669	805321	815143	805344	823387	823322	819133	818046	805434
3	813307	804478	819030	817656	818152	816933	802218	811991	804892	819112	819509	820210	814926	804345
3	810843	801293	816780	816333	814738	810379	802094	810752	801171	817238	816210	817976	812899	802181
3	811663	803141	822564	816461	816002	815396	803253	814756	803569	820583	818856	817861	818154	806323
3	816251	803876	820410	820164	815026	816361	803023	814592	805508	819122	818197	815027	815222	804304
3	811568	802698	821432	818156	815552	816174	803353	812732	803761	822099	821390	816188	817149	803409
3	811757	804362	819072	819300	820248	814425	803475	812027	803776	819511	821057	818945	814843	803452
3	814402	804695	820824	822044	816806	817245	806651	811681	802248	817894	816609	817042	814318	803240
3	813041	804478	820359	821054	814722	818979	805201	812750	805973	822172	821161	817491	816772	805563
3	814123	804118	820578	820371	815846	815160	803491	813870	805953	821785	804455	818228	815096	804705
3	810839	800361	819067	814713	814803	816634	802489	812086	802921	822932	820325	816364	814887	801910
3	810280	800812	815683	816990	816537	813388	800617	809535	802471	819391	818682	814778	813354	803420
3	812310	804463	820855	818962	817232	816536	803923	812995	804512	820090	816357	816428	814963	803253
3	813221	805060	817802	817526	817289	816047	804227	810271	800691	818514	815074	801059	813599	800837
3	810741	803645	818365	819321	818060	814995	804037	809483	801785	817716	817387	814994	813458	803088
3	810073	800765	816866	815941	815970	812744	799609	812032	803965	820274	818973	817920	817068	804737
3	812960	804355	818524	820238	814848	814079	804075	813447	803299	819545	820048	814540	815361	803843
3	812501	803148	819414	818547	816529	813643	803200	814510	803453	820008	805507	816292	816689	804788
3	812373	803577	819812	819507	816927	815548	804171	811588	805237	821634	803515	815398	814622	805219
3	811798	803444	820402	821056	816892	816401	802970	812941	805141	817086	821087	815603	817026	805089
3	812155	801713	817704	819310	814626	814218	800960	812537	803095	819204	818210	816151	815900	804262
3	810748	803455	816632	818855	817046	816110	803678	814000	806627	820242	822862	820034	817995	805660
3	811650	804781	819760	818019	816165	817383	803174	810952	802785	816239	816294	816726	815866	803556
3	811467	803743	818030	819729	815906	815439	803907	810990	802230	817807	816964	813530	813971	801547
3	813278	804471	817854	820391	818569	815068	804257	811398	802414	819751	818694	816257	815518	804305
