3	822013	805823	817009	805644	805455	805805	818910	806453	815217	803639	804349	804101
3	816194	803775	816677	803635	803358	805226	818698	804212	815276	805928	806187	805962
3	821691	805905	817293	806627	807644	807264	822726	806448	815416	805905	805521	806063
3	819398	806111	813323	805503	804958	803902	817619	802864	812717	801631	802232	803214
3	820701	806711	817101	806484	805984	805578	820127	805087	815413	804798	804634	804777
3	819372	804823	817569	805617	805973	804358	804910	803375	815302	804582	803926	803937
3	818789	805840	816920	805656	805456	805176	819453	804327	804193	805867	804314	805123
3	822712	806937	818082	806919	805931	807045	804327	802508	815602	805147	804616	804075
3	821345	805375	819025	804975	806012	806322	803918	805130	815047	805422	804935	804228
3	821006	802725	814266	804482	804154	803961	820113	803083	813777	804452	804457	802563
3	821232	803810	815361	804136	803610	804945	819779	802926	816309	803520	804505	804283
3	822049	805134	815624	804446	804842	805297	822370	804246	804775	802681	803623	805127
3	821826	805180	814907	805511	805677	807502	823178	805482	814863	804947	805059	803573
3	820734	805692	816941	804451	805462	805516	822165	804267	813858	804510	805052	804733
3	822293	804538	815093	803612	803780	803854	821490	806588	818922	804790	805977	805933
3	822950	806561	816452	804565	803795	804313	820813	804698	814966	805624	804737	803775
3	818990	804213	816677	803573	804317	804661	807475	805815	815456	806273	805524	806469
3	821517	803416	814397	804415	803803	804334	823180	804924	818687	805201	806280	805584
3	819421	802441	814546	802425	803098	803059	819635	801555	814619	802192	802673	803109
3	819825	804864	816731	805806	803920	805314	822004	806040	817791	805674	806128	807136
3	821992	803008	816948	803096	804016	804477	822422	805556	816149	805686	806257	806572
3	819099	803259	814926	804343	804980	804227	819513	802732	813973	803466	803620	802298
3	818548	803823	814038	804452	803944	804069	822369	803369	814774	803079	805243	803778
3	821798	806692	817110	806385	804804	805515	824032	805327	817857	806178	806335	806321
3	821443	806271	814236	804946	803576	804074	820948	804987	816446	803522	803366	806346
3	816740	802478	813293	800592	802005	801370	822496	806636	817600	805849	806454	806368
3	818865	803194	814307	802746	803642	800910	802913	804236	804675	804792	804452	803865
3	821677	804200	815018	803961	805376	804312	818012	805714	817093	807938	805973	806640
3	819598	804018	815244	804428	804529	804411	821251	804146	802525	804268	805264	803625
3	819965	804675	817009	805922	804748	805033	821892	806318	807130	806533	806507	806934
3	822301	805898	816485	806437	805084	803783	821837	805188	815323	804878	803920	805360
3	819988	806793	816469	806761	806407	806716	820247	804317	815989	804575	803624	804455
3	819682	805674	812087	802935	803382	805287	803889	805397	803538	803336	803591	805047
3	821590	805524	814439	804383	803887	805548	819872	805081	817360	805929	805241	804658
3	817772	804784	814812	802924	802872	802698	803613	803930	804518	804149	803069	802635
3	820205	804873	818124	803302	804761	803665	804889	805035	816433	805452	803921	804854
3	823128	807260	819014	805801	805790	806700	819625	804785	814224	805794	805804	804589
3	824079	803873	816802	803011	802580	804419	822226	805942	817272	805946	805462	806696
3	820485	803605	813348	804165	803834	803614	826089	805974	819508	807215	805966	805669
3	820132	803453	816950	804702	803671	804116	824857	805545	815634	803846	805469	804532
3	823807	804768	816013	804624	805537	805596	817973	802426	813277	803215	804003	802351
3	816356	803244	814425	802756	802025	803219	820614	802609	814203	805695	804183	803751
3	821222	804531	814564	802666	804055	805647	821970	807051	817246	806886	805469	806842
3	819629	803889	814992	804431	802873	803634	822000	803942	816058	805808	804843	805536
3	819934	806553	816886	805975	805270	805280	822131	806259	816393	806291	805254	805052
3	820606	806231	818716	805505	805918	805566	820722	807881	816556	805703	805444	806180
3	821808	804767	815956	803795	804226	803856	807384	807425	805474	807064	805252	805954
3	819536	804707	816385	805511	805102	805385	805863	803830	815088	803547	805578	805077
3	817879	805459	815961	805849	804922	803733	821102	807769	807517	806760	806105	807305
3	820918	804781	814588	805239	804916	806624	820937	806280	816245	804010	805638	805072
3	820696	806704	819191	806771	805654	807549	820748	804224	804434	803292	803841	804244
3	821852	806254	817924	805482	806084	806241	820720	802081	814611	803010	804026	803684
3	820482	805387	818559	806955	805589	805000	821935	805524	816402	805180	805514	804502
3	819737	805834	817947	806691	805509	805450	822073	805449	817317	806029	806340	805471
3	822351	806736	815565	806158	806368	805857	820720	805642	815538	805087	804468	804350
3	820271	805339	815588	804740	806570	805112	817301	805042	818486	805441	804777	802569
3	821251	805182	813767	806298	805289	804609	819815	805037	817616	806083	804973	804500
