3	812657	810433	810051	810489	808438	802310	803328	813578	814454	814691	812420	812282	803255	803613
3	813032	811680	811727	813935	810532	803373	803658	810443	814088	813620	811341	811398	803785	803679
3	813260	814516	814599	812821	812086	803908	802047	812658	812722	813003	811907	811608	804089	804197
3	813690	814391	816116	814428	817308	804954	806336	813287	810623	810649	815410	812245	804262	803443
3	811671	812947	813579	812185	810874	801438	802275	817455	815118	815616	814921	814496	806366	808039
3	816549	812398	813772	815466	813338	803928	805222	811563	814479	813081	816264	812771	805148	805300
3	818815	815740	817933	814674	814062	805586	804349	813534	815397	816342	812540	813428	803811	803202
3	811500	811046	812728	810593	810837	802789	802982	813603	812535	812012	814928	812722	803370	803446
3	815902	813734	814663	815102	814902	804333	804984	814970	810643	812463	811985	809794	802886	802945
3	811788	813631	812510	811661	812412	802414	804316	812854	813469	814848	811872	813793	803304	803175
3	813388	813964	813850	813742	811501	803816	803983	814979	817934	819333	812279	813038	804568	804881
3	815977	814708	815572	816108	814469	806452	806608	813510	814642	815180	813515	811701	804905	805184
3	814961	812873	812829	814744	813533	802865	803464	812885	813615	814077	813403	814116	803837	804932
3	814615	812056	812782	813185	813524	803486	803088	812267	812127	811468	811024	812779	803526	803375
3	811218	814058	813047	809440	811215	802968	803541	815753	815027	815038	815126	815141	805772	805093
3	812180	810403	810182	810342	810430	801478	802628	812907	811779	812970	814293	812684	804806	805653
3	814446	813122	813234	815744	815442	805387	804282	810302	813013	814402	809768	811540	802138	801136
3	817908	812422	813920	815400	812346	803657	804360	814775	813059	815052	812273	813471	804585	803714
3	815181	813054	815744	812304	810894	803167	802972	813703	812164	812260	813331	813730	804218	803798
3	815432	814031	814553	812582	812674	805172	805645	814103	812632	812659	812890	811594	802569	803051
3	814943	814830	814756	813773	814789	806023	806626	812124	813314	815372	815120	814226	804488	805623
3	814599	816960	816713	815266	814773	804897	804283	811616	813680	814000	812472	811668	803445	804213
3	812125	811011	812383	809591	811309	802581	802714	813475	812213	813661	811505	812578	804196	802744
3	813576	811404	811211	811461	809658	802236	802541	817758	815062	817593	814169	814629	805608	806016
3	813829	812244	815230	813116	812665	804797	804281	813446	810576	811428	810627	810177	803979	805161
3	815019	813975	814336	812342	813308	805441	805411	815648	816283	815734	815741	814701	805378	806638
3	815181	813093	813748	814058	811708	804354	804953	814747	815647	816023	814760	813629	805846	805909
3	814132	814205	814842	812270	813338	804764	804580	816962	815038	814208	814819	814345	806007	805054
