86.0	819368	803778	826428	824865	824228	822736	803464	816887	805650	825568	823392	823486	819144	804654
86.0	821161	804637	828000	828046	825477	818873	804837	817101	807005	828070	829120	826257	820813	804879
86.0	817519	804972	828404	827439	824838	822835	805879	818774	803420	828021	826091	824922	819508	803188
86.0	815261	803571	831450	823447	822594	821714	804236	818571	804534	828131	826189	826645	822934	804462
86.0	820105	805100	832462	824552	825956	822149	804074	820566	806103	830792	831218	825003	823484	805027
86.0	821380	805821	830421	826827	825087	821524	805172	820090	804399	832474	831707	825793	821455	803507
86.0	819390	806104	829110	829282	827465	824580	804861	820893	806575	832261	829675	827843	822202	805544
86.0	822362	804667	830580	827623	825076	822190	803926	824994	805431	831127	826396	825567	826804	805101
86.0	820956	804106	827908	828041	824608	824132	805429	816316	803635	823072	825631	825050	820962	802594
86.0	820035	804834	832165	829056	826826	821698	804025	818928	804459	827958	827690	826915	820587	803834
86.0	819494	803783	832720	829352	829243	823511	803901	821998	803473	827160	830493	826280	822447	805401
86.0	819209	805644	830839	828440	826009	823878	805317	820315	804134	828395	827398	825680	823506	804249
86.0	820935	802914	827242	827945	825505	819828	804713	818804	802725	825018	827363	825739	820942	801774
86.0	819728	805280	826912	827645	824428	822001	805031	819012	805482	829058	824359	824263	823578	804220
86.0	818734	804768	830888	827332	825466	819323	804207	820344	804652	829804	828755	828857	820791	804278
86.0	819550	805051	831186	829387	827568	821436	803474	819144	803286	830459	825701	827370	820535	801973
86.0	822404	805836	827716	829059	825254	823958	805463	819705	804384	828691	824978	828526	822540	804643
86.0	818880	804448	825538	828880	830172	823184	804668	822631	803608	830743	825464	823709	820031	803247
86.0	817141	804607	827566	827059	826131	822173	804696	820973	803674	832256	823070	824309	820771	802569
86.0	822242	805610	829346	832849	830429	824306	805867	817862	803046	827739	828193	823740	821300	802618
86.0	821252	802600	827319	827630	824725	822855	803362	821397	805754	829606	825479	825905	822182	802886
86.0	819632	804295	825961	825683	825963	821844	803556	817094	805138	832619	828001	826933	822114	804214
86.0	816596	802983	827252	826410	827014	819603	802725	822145	805963	830713	828538	826588	823240	806146
86.0	820495	804833	831092	828892	824731	820087	804339	816417	804700	829368	830178	824583	822169	803608
86.0	819407	804735	829924	827909	822606	822705	805047	816897	803206	828705	827819	824901	817781	802705
86.0	821265	805351	827679	824978	822877	819419	802595	817929	804011	827116	826859	824118	821016	803186
86.0	821334	805365	830536	828327	824917	822296	805976	818276	804812	825009	825799	826517	821698	803974
86.0	820530	805571	829148	827613	828819	824333	804638	816290	812973	815163	825793	822632	820154	802556
86.0	816018	806445	820660	821822	818575	816587	805457	816731	804369	820349	817875	814964	813023	804984
86.0	818584	806693	821240	822707	821706	819002	806335	817837	805726	821861	820751	820423	818181	805164
86.0	814201	804664	821979	820419	819594	815397	805605	817862	806965	821808	823115	820978	817830	806734
86.0	819601	804405	820704	820661	818149	815864	804185	819025	807400	822649	822679	822227	819408	805371
86.0	816931	806279	824149	823990	817876	818776	807160	817052	807096	822379	822682	821249	817568	804306
86.0	818439	805979	819349	822147	821451	818182	805181	819070	805595	823577	821082	818231	819845	806368
