86.35	804142	819202	819354	806268	805471	817884	817783	805972
86.35	803920	819187	816664	803827	803206	815959	801748	801690
86.35	806461	817129	815790	803560	804646	818479	816283	804288
86.35	804828	817154	819190	805595	804167	818606	817226	803929
86.35	803577	817918	816491	805679	803658	814556	815306	801538
86.35	803719	817181	817973	804870	803414	817218	817885	803190
86.35	803101	818739	816317	803319	802879	817098	816786	803266
86.35	805773	817911	819553	804593	802790	815742	816676	803705
86.35	801672	814271	812821	802595	802165	815831	816903	802875
86.35	805301	817607	819189	805691	804228	817617	816267	803391
86.35	803560	814163	814688	802338	805912	818217	817927	804824
86.35	803158	817296	815044	804236	804566	817832	816982	804211
86.35	806055	821725	820011	804637	803902	816150	817715	803385
86.35	805702	817900	819027	805056	806294	819228	820029	804561
86.35	802903	817548	816182	803262	805029	816490	819755	804108
86.35	805290	816255	817994	805245	804080	817505	816427	804272
86.35	805594	818613	818002	805482	805115	817747	819738	805446
86.35	804140	817524	814603	804683	803481	817420	816155	802205
86.35	806942	819644	820807	806003	802629	816014	814689	802268
86.35	804237	818522	816658	805407	802730	817448	814985	803085
86.35	805731	817299	819020	806132	805601	818629	817879	805109
86.35	804092	819828	816371	804434	804356	816961	815569	802602
86.35	804674	817850	818001	805067	804564	817185	817776	803468
86.35	804904	818275	816539	805421	803034	813719	816587	804389
86.35	805104	816903	817840	805829	804779	818260	818905	804989
86.35	804111	816368	817330	804531	807051	817973	819209	807699
86.35	806975	820081	818788	805081	804029	815488	817544	803915
86.35	805396	821865	816147	805398	803993	818717	817652	803750
86.35	803421	815453	814414	803271	803767	819994	818205	803997
86.35	805912	818213	819456	805759	805592	816228	818177	803487
86.35	803241	817179	815858	803727	803376	817060	815842	804778
86.35	803168	816798	817294	802938	803071	815123	815557	804055
86.35	803733	818924	817833	804140	806145	818502	817857	803949
86.35	807354	821602	819674	806880	802783	816813	814838	803629
86.35	805195	815287	815836	803270	802411	814065	815548	803984
86.35	806041	818547	816383	805552	803586	817228	815835	804762
86.35	803908	817378	818166	803668	805640	815714	817968	804341
86.35	805927	817905	821470	805247	805292	819562	816655	804039
86.35	805277	814659	816669	804560	803824	816103	817620	804094
86.35	804736	818896	816450	803405	805246	817111	820019	805616
86.35	804138	815781	813646	803473	803738	815684	814140	802014
86.35	804843	817040	816445	802263	804488	814415	816968	804277
86.35	805995	819515	818076	805241	805385	818826	817280	805470
86.35	803706	818300	819414	804940	805487	817207	817125	804126
86.35	801919	816111	818704	802821	803115	813299	814544	803877
86.35	804210	816974	816940	803860	804631	817291	816557	803067
86.35	801808	814915	814690	802596	803569	816433	815014	802950
86.35	803641	815574	816759	803390	805213	818295	818402	804634
86.35	803729	818549	816148	806200	804357	818968	815950	802431
86.35	803751	814148	815415	803172	804897	818258	815578	804383
86.35	805091	817957	821453	805573	802235	815238	816340	802153
86.35	804811	816435	817397	805010	805059	817238	818808	804918
86.35	804079	818289	814950	804601	803699	814983	816071	802182
86.35	804481	816953	814293	804642	805156	816041	818026	803856
86.35	803712	816283	815640	803606	805118	820208	818023	803243
86.35	805859	818554	820347	805347	804786	817411	815820	802868
86.35	804258	815812	818807	802190	803115	815612	817003	802402
86.35	804444	817359	818030	804717	805118	817489	814926	803493
86.35	802950	813850	815928	802537	804013	816278	816350	801898
86.35	803409	815133	814140	803124	806715	816052	816488	805578
86.35	804149	818074	818319	802833	804033	815997	815478	802578
86.35	803558	817357	818692	803983	804389	814833	817151	803686
86.35	804174	815472	814728	804315	805126	815039	816986	803458
86.35	802442	816458	816267	803025	806851	818872	817605	805554
86.35	806239	816591	816079	805231	803717	816193	818476	804796
86.35	803552	816570	817620	804620	804726	817210	818863	803814
86.35	806175	820826	817414	804824	804684	817156	817212	802629
86.35	802657	813738	815318	803480	804579	819101	817617	803748
86.35	803249	815057	817340	803672	804923	819378	820823	804747
86.35	803312	820388	820122	804208	803986	815861	815778	804328
86.35	803316	816015	817767	804487	802366	813838	814555	802397
86.35	803658	817332	815046	803619	803358	816295	816683	803405
86.35	804965	816416	816542	805102	803667	815377	817002	804252
86.35	803609	818275	816414	802841	803595	818811	815867	804766
86.35	803048	813704	818551	801710	802757	814394	814669	802384
86.35	803123	815946	818715	803681	802500	817496	817035	802916
86.35	804262	818336	818853	805578	803469	819716	817621	802510
86.35	802134	814718	816832	801799	804012	817633	814750	804182
86.35	804283	820231	817575	803893	802920	820519	819018	803951
86.35	805361	819904	816949	805474	804325	820044	818261	802986
86.35	803412	817488	818432	803062	803681	819544	819212	804153
86.35	805221	817296	817127	804039	801959	816018	815161	803202
86.35	805693	820204	821340	806605	802535	816752	817540	802591
86.35	808946	819031	821273	806379	802754	817206	815808	803409
86.35	805664	818637	820010	805985	803576	817037	817703	803403
86.35	805086	819253	818750	805529	805751	818118	818909	804934
86.35	804152	820705	818335	804563	803016	818048	816336	803608
86.35	803616	819335	818352	803827	805065	818923	817998	804595
86.35	805109	818499	820914	805753	805195	819882	820968	804503
86.35	804628	816858	815509	803186	802422	818669	818345	801389
86.35	805183	819627	819099	805254	805252	818672	817667	804245
86.35	806664	821672	824028	806708	803750	818515	818949	805162
86.35	802719	818029	820190	802263	804112	819102	819508	804129
86.35	803680	819705	820821	804249	802302	817418	817109	803799
86.35	802995	817591	817766	804295	803413	815433	818975	801800
86.35	806707	820153	819454	805109	803420	817164	819216	804537
86.35	803678	816391	818782	805255	805432	818734	817201	804073
86.35	802571	819196	820047	802089	804765	818914	820005	804196
86.35	805541	821892	820596	805578	804706	818806	817481	804697
86.35	805347	821441	818655	804293	805221	819270	821179	803314
86.34	805641	818710	819496	804115	802441	817486	820166	801918
86.34	804347	818840	819345	803978	804897	818991	818678	804021
86.34	802997	821507	816158	802860	804391	821250	819061	806833
86.34	804670	820201	820958	803532	804043	819077	818465	803634
86.34	805926	818304	819172	804094	802966	819129	817790	803744
86.34	805113	819408	821210	803554	805387	817913	819986	805247
86.34	803859	819829	817622	803297	804211	817317	819976	802624
86.34	805315	816207	821820	802219	803588	818851	803663	803520
86.34	807167	818836	820055	806810	803291	818066	816647	802298
86.34	803535	817772	817709	801179	804856	820489	819570	805981
86.34	803069	817422	818996	802441	805759	822778	804154	804635
86.34	804923	822689	817781	804192	805087	820970	821140	805777
86.34	803882	821003	821291	802943	804327	816237	816841	803409
86.34	803534	819206	818964	803119	804524	817316	821337	803723
86.34	805472	821858	820771	803881	804344	820958	821044	803324
86.34	805127	821136	817866	805618	805181	817549	819014	803923
86.34	803571	818371	817180	803130	805015	820035	820951	804771
86.34	806603	821475	822137	805527	803879	819787	818391	802334
86.34	803575	820811	818674	803700	802172	818112	818924	801540
86.34	807026	818968	817548	804528	805455	820144	816714	804236
86.34	803172	819119	820736	802439	804128	820641	820508	804911
86.34	805205	823111	821361	805798	804913	816384	819811	803290
86.34	803987	820389	822198	804474	805027	819151	817954	805143
86.34	805539	819918	819653	804402	804656	818783	819463	804025
86.34	806140	822384	821686	804605	804568	821859	822092	803857
86.34	806783	819937	822086	805814	804243	818414	820918	803230
86.34	803079	817434	819328	802722	803795	820422	820219	804574
86.34	804261	819971	822729	805264	802385	818333	818267	803048
86.34	805195	820608	820317	804050	803997	820833	821240	804099
86.34	804638	816100	817154	801930	805162	817775	819925	804200
86.34	804904	818787	819270	803224	804479	819163	820068	804803
86.34	805864	824150	822415	805498	805742	822351	823907	804738
86.34	802902	817008	819402	803125	805747	821398	821769	803786
86.34	804699	820293	819106	802888	806007	822079	823427	804327
86.34	806526	823084	822554	805895	805683	821612	822789	803042
86.34	806151	819903	823882	806280	802768	819121	821848	802452
86.34	806035	819556	819539	804391	804543	822313	819837	804582
86.34	803265	819019	822358	804604	806005	821890	821670	804913
86.34	804063	821443	820216	805223	805716	822013	821725	806338
86.34	803887	822372	821507	803417	804234	820809	819743	803160
86.34	804075	819660	819494	803344	803478	820051	819886	805191
86.34	803970	822299	820798	803999	805357	823759	823244	804185
86.34	803361	820965	821867	803792	805805	823320	821671	806459
86.34	804997	820701	820943	804138	806959	824209	822605	806116
86.34	806521	822469	823133	805025	803325	819919	820835	804197
86.34	804883	824233	822718	804284	806251	822240	822292	804061
86.34	804170	820587	822092	803418	804950	824291	822957	805930
86.34	802886	817588	818054	803031	805284	819304	820656	804787
86.34	805702	822714	821999	805736	805965	821930	820844	805134
86.34	804071	821778	822470	803755	803828	822759	820518	804266
86.34	803187	820222	821252	803699	805126	820782	819272	804610
86.34	806779	818873	821667	804802	805730	823052	820941	806580
86.34	802548	820205	820231	802222	805230	821989	818533	805129
86.34	804216	817022	826001	804432	803583	821921	821772	802484
86.34	804722	823006	819935	802977	805088	820270	821819	802935
86.34	806836	824029	826183	806528	804176	822208	819521	804441
86.34	804974	821148	822463	804382	803061	823922	820330	804927
86.34	804933	819637	821506	802779	805012	823764	823870	803960
86.34	805180	825335	825581	804659	804673	825204	822195	804540
86.34	805467	818333	821102	801970	804073	820913	823232	803624
86.34	805413	823886	823405	804529	805128	822477	823473	805979
86.34	821947	805804	819802	804814	818418	803631	821117	803817
86.34	820116	804707	819435	804289	822380	804567	819410	804216
86.34	820854	806844	822747	805827	819591	806491	821222	803858
86.34	822159	803254	819440	803950	818987	803098	820223	802550
86.34	821364	805891	818567	805652	821671	804148	819312	802780
86.34	820965	804319	822894	803272	821138	805039	817282	804312
86.34	823639	804988	820666	805179	821758	805539	824070	804353
86.34	819715	804591	822987	806225	819130	802998	819916	802440
86.34	818678	803128	818914	802531	822784	805033	820932	805748
86.34	820547	805153	820044	803526	819335	805428	820690	806077
86.34	822480	806648	824061	805192	819606	804536	819649	803753
86.34	817262	804592	820465	804024	820754	804358	822718	803523
86.34	819423	804760	820080	804585	823748	805177	819240	803347
86.34	817342	804462	822423	804342	820416	804851	817821	803915
86.34	819627	803641	821685	803735	822049	805242	822535	803231
86.34	819127	803510	819581	802595	818761	802886	822041	803287
86.34	818208	805099	823719	804519	823635	806483	823107	806109
86.34	824254	804128	821136	803881	826398	805605	822578	805470
86.34	818958	802991	821333	803509	820230	802156	821300	803420
86.34	822765	805075	825146	804205	821888	805649	821834	804949
86.34	827810	808456	826217	806624	821489	802170	822754	802611
86.34	822294	805981	819472	805528	821767	805807	822666	805560
86.34	819205	803465	822930	801942	823364	806142	824580	803568
86.34	821933	805233	822251	803603	821165	806294	820734	805333
86.34	821687	803493	822958	804989	823272	806669	821673	804688
86.34	818646	805864	819231	805923	819872	803042	818792	801347
86.34	819963	803583	818817	802710	823195	805581	821772	804732
86.34	821462	805440	820599	803259	823831	806763	819650	806644
86.34	823101	803649	823461	805225	822459	804815	822220	803932
86.34	819424	804318	820146	804121	823511	804966	820754	803352
86.34	826141	805368	822657	805522	822800	803043	820857	801785
86.34	817871	803444	820812	803102	816775	803357	818059	802378
86.34	820768	804448	823719	804130	821591	805437	822331	803641
86.34	823882	804546	822544	804629	822531	806504	823556	804974
