18.281	59.000	33.000
19.547	77.000	33.000
20.922	72.000	31.000
22.250	53.000	31.000
23.516	60.000	27.000
24.766	52.000	41.000
0.016	0.000	0.000
1.250	0.000	0.000
2.469	0.000	0.000
4.031	0.000	0.000
5.266	0.000	0.000
0.109	55.000	45.000
1.391	64.000	30.000
2.641	50.000	29.000
3.906	71.000	29.000
5.312	61.000	28.000
6.609	66.000	27.000
7.875	64.000	32.000
9.141	65.000	26.000
10.562	64.000	39.000
11.828	54.000	29.000
13.094	29.000	27.000
14.359	23.000	36.000
15.781	55.000	31.000
17.047	49.000	28.000
18.312	61.000	34.000
19.578	36.000	37.000
20.969	75.000	37.000
22.266	67.000	36.000
23.531	61.000	39.000
24.797	56.000	27.000
0.016	59.000	30.000
1.094	62.000	39.000
2.266	72.000	25.000
3.422	77.000	40.000
4.578	66.000	32.000
5.750	66.000	37.000
0.047	63.000	32.000
1.156	75.000	44.000
2.312	72.000	25.000
3.469	68.000	27.000
4.641	53.000	26.000
5.797	67.000	28.000
6.953	64.000	42.000
8.109	72.000	24.000
9.281	74.000	42.000
10.437	78.000	43.000
11.594	63.000	28.000
12.750	34.000	28.000
13.922	46.000	36.000
15.078	37.000	38.000
16.234	67.000	32.000
17.391	69.000	38.000
18.562	22.000	28.000
19.719	58.000	39.000
20.875	64.000	30.000
22.047	67.000	32.000
23.203	64.000	41.000
24.359	31.000	32.000
25.516	71.000	35.000
26.687	70.000	44.000
0.000	6907.000	32.000
1.078	56.000	39.000
0.141	0.000	0.000
1.266	0.000	0.000
2.406	0.000	0.000
3.562	0.000	0.000
4.750	0.000	0.000
5.937	0.000	0.000
0.000	79.000	36.000
1.078	70.000	47.000
2.250	67.000	43.000
3.406	78.000	31.000
4.562	69.000	35.000
5.719	21.000	32.000
6.891	58.000	40.000
8.047	51.000	30.000
9.203	61.000	26.000
10.375	82.000	42.000
11.531	63.000	50.000
12.687	73.000	38.000
13.844	69.000	25.000
15.016	65.000	29.000
16.172	71.000	30.000
17.328	70.000	27.000
18.484	67.000	25.000
19.656	45.000	29.000
20.812	65.000	37.000
21.969	68.000	40.000
0.047	72.000	34.000
0.812	37.000	25.000
1.750	79.000	41.000
2.500	72.000	37.000
3.266	68.000	28.000
4.062	60.000	37.000
4.828	59.000	34.000
5.594	59.000	28.000
6.391	34.000	29.000
7.156	77.000	36.000
7.922	61.000	26.000
8.703	56.000	34.000
9.469	82.000	30.000
10.234	59.000	31.000
11.031	72.000	40.000
11.797	71.000	27.000
12.562	70.000	34.000
13.344	75.000	41.000
14.109	37.000	36.000
14.875	62.000	52.000
0.078	62.000	34.000
0.359	65.000	78.000
0.656	81.000	54.000
0.937	74.000	76.000
1.234	71.000	77.000
1.516	74.000	59.000
1.812	70.000	67.000
2.094	87.000	40.000
2.391	52.000	34.000
2.672	69.000	73.000
2.984	73.000	82.000
3.250	66.000	59.000
3.562	68.000	59.000
3.828	56.000	72.000
4.141	30.000	44.000
4.422	70.000	66.000
4.719	67.000	37.000
4.984	77.000	73.000
5.297	68.000	72.000
5.578	59.000	76.000
0.125	75.000	61.000
0.500	41.000	31.000
0.875	70.000	46.000
1.312	62.000	65.000
1.687	68.000	79.000
2.047	48.000	44.000
2.484	67.000	39.000
2.844	76.000	67.000
3.203	62.000	45.000
3.641	65.000	74.000
4.000	57.000	41.000
4.375	50.000	53.000
4.797	72.000	60.000
5.156	38.000	32.000
5.531	42.000	32.000
5.953	78.000	31.000
6.328	51.000	33.000
6.687	64.000	77.000
7.125	62.000	32.000
7.484	53.000	30.000
0.016	47.000	72.000
0.484	65.000	30.000
1.031	78.000	33.000
1.609	60.000	34.000
2.172	61.000	37.000
2.734	68.000	22.000
3.297	69.000	36.000
3.766	82.000	44.000
4.281	69.000	72.000
4.859	70.000	61.000
5.437	61.000	24.000
5.984	63.000	35.000
6.453	67.000	24.000
7.031	62.000	39.000
7.656	88.000	39.000
8.203	71.000	27.000
8.781	77.000	42.000
9.359	72.000	34.000
9.937	60.000	38.000
10.484	58.000	38.000
0.000	57.000	60.000
0.328	47.000	48.000
0.594	51.000	62.000
0.906	48.000	38.000
1.172	50.000	53.000
1.484	44.000	29.000
1.750	57.000	51.000
2.062	51.000	39.000
2.328	52.000	53.000
2.641	48.000	48.000
2.906	44.000	53.000
3.219	58.000	35.000
3.500	50.000	57.000
3.797	54.000	61.000
4.062	43.000	20.000
4.375	49.000	54.000
4.641	54.000	52.000
4.969	54.000	50.000
5.234	47.000	58.000
5.547	44.000	47.000
0.109	56.000	51.000
0.484	59.000	58.000
0.859	71.000	53.000
1.328	62.000	72.000
1.703	71.000	62.000
2.062	53.000	57.000
2.500	57.000	51.000
2.859	61.000	59.000
3.234	53.000	43.000
3.656	54.000	55.000
4.016	63.000	54.000
4.391	48.000	65.000
4.812	60.000	47.000
5.187	73.000	46.000
5.547	55.000	48.000
5.969	54.000	40.000
6.344	52.000	36.000
6.703	56.000	59.000
7.141	58.000	52.000
7.500	73.000	45.000
0.016	0.000	0.000
0.703	0.000	0.000
1.312	0.000	0.000
1.922	0.000	0.000
2.500	0.000	0.000
0.000	6426.000	24.000
0.562	56.000	53.000
0.016	62.000	58.000
0.687	40.000	62.000
1.297	46.000	48.000
1.875	48.000	46.000
2.453	68.000	74.000
3.031	54.000	26.000
3.609	57.000	32.000
4.187	50.000	58.000
4.766	48.000	45.000
5.359	53.000	66.000
5.937	56.000	31.000
6.516	67.000	44.000
7.094	59.000	59.000
7.672	63.000	16.000
8.250	45.000	29.000
8.828	49.000	19.000
9.422	48.000	60.000
10.000	69.000	66.000
10.578	47.000	47.000
11.156	50.000	57.000
0.016	43.000	45.000
0.781	60.000	19.000
1.547	50.000	53.000
2.312	60.000	30.000
3.109	60.000	50.000
3.891	57.000	56.000
4.656	54.000	35.000
5.437	44.000	23.000
6.203	65.000	15.000
6.984	43.000	21.000
7.766	57.000	24.000
8.531	66.000	22.000
9.297	44.000	58.000
10.094	49.000	61.000
10.859	57.000	25.000
11.625	72.000	25.000
12.406	67.000	60.000
13.172	53.000	57.000
13.937	54.000	23.000
14.734	61.000	62.000
0.094	66.000	20.000
0.906	61.000	29.000
1.750	68.000	65.000
2.531	38.000	26.000
3.297	62.000	27.000
4.078	63.000	59.000
4.844	57.000	86.000
5.609	60.000	65.000
6.406	44.000	65.000
7.172	73.000	33.000
7.937	50.000	21.000
8.719	62.000	47.000
9.484	51.000	17.000
10.250	55.000	22.000
11.047	57.000	24.000
11.812	61.000	59.000
12.578	64.000	18.000
13.375	54.000	48.000
14.125	47.000	23.000
14.906	57.000	47.000
0.125	59.000	67.000
0.891	56.000	77.000
1.734	54.000	73.000
2.516	54.000	19.000
3.281	48.000	19.000
4.062	59.000	56.000
4.828	63.000	29.000
5.594	59.000	15.000
6.391	72.000	28.000
7.156	64.000	57.000
7.922	65.000	21.000
8.719	46.000	27.000
9.484	57.000	24.000
10.250	67.000	26.000
11.047	72.000	20.000
11.812	58.000	79.000
12.578	71.000	21.000
13.375	48.000	61.000
14.141	74.000	64.000
14.906	56.000	63.000
0.016	53.000	57.000
0.875	55.000	69.000
1.641	57.000	16.000
2.406	66.000	71.000
3.234	70.000	61.000
4.000	58.000	70.000
4.766	63.000	69.000
5.562	48.000	50.000
6.328	56.000	64.000
7.094	76.000	21.000
7.875	57.000	26.000
8.641	53.000	72.000
9.422	71.000	24.000
10.203	66.000	22.000
10.969	46.000	22.000
11.734	71.000	25.000
12.516	85.000	61.000
13.297	64.000	22.000
14.062	57.000	62.000
14.844	63.000	36.000
0.000	65.000	62.000
0.875	60.000	21.000
1.641	58.000	57.000
2.406	75.000	57.000
3.203	73.000	23.000
3.969	60.000	25.000
4.734	60.000	25.000
5.531	57.000	61.000
6.297	76.000	20.000
7.078	52.000	17.000
7.859	66.000	32.000
8.625	67.000	54.000
9.391	61.000	17.000
10.187	56.000	29.000
10.953	56.000	60.000
11.719	53.000	16.000
12.516	59.000	17.000
13.281	41.000	19.000
14.047	55.000	22.000
14.828	57.000	16.000
0.109	59.000	18.000
0.875	40.000	55.000
1.734	55.000	23.000
2.500	46.000	21.000
3.266	77.000	58.000
4.062	56.000	19.000
4.828	62.000	63.000
5.594	75.000	73.000
6.391	48.000	18.000
7.156	59.000	19.000
7.922	57.000	48.000
8.719	70.000	69.000
9.562	62.000	72.000
10.422	70.000	23.000
11.187	74.000	58.000
11.953	74.000	46.000
12.766	55.000	56.000
13.547	50.000	22.000
14.312	64.000	72.000
15.094	54.000	68.000
0.109	53.000	27.000
0.875	50.000	67.000
1.734	52.000	20.000
2.500	55.000	31.000
3.266	52.000	16.000
4.062	54.000	60.000
4.828	61.000	31.000
5.594	62.000	65.000
6.375	47.000	54.000
7.141	66.000	80.000
7.906	72.000	16.000
8.703	51.000	25.000
9.469	84.000	17.000
10.234	58.000	24.000
11.031	52.000	51.000
11.781	52.000	24.000
12.562	63.000	26.000
13.344	55.000	21.000
14.109	72.000	63.000
14.875	61.000	55.000
0.047	60.000	27.000
0.812	60.000	42.000
1.609	70.000	61.000
2.375	61.000	64.000
3.141	59.000	45.000
3.937	62.000	61.000
4.703	66.000	60.000
5.469	60.000	51.000
6.250	61.000	30.000
7.016	56.000	57.000
7.797	56.000	47.000
8.578	40.000	63.000
9.344	47.000	55.000
10.109	48.000	19.000
10.891	62.000	15.000
11.672	52.000	53.000
12.437	55.000	68.000
13.219	65.000	55.000
14.000	51.000	47.000
14.766	65.000	24.000
0.016	52.000	20.000
0.937	67.000	27.000
1.703	46.000	28.000
2.531	61.000	20.000
3.297	56.000	48.000
4.062	55.000	50.000
4.844	59.000	85.000
5.609	69.000	18.000
6.375	47.000	20.000
7.172	79.000	17.000
7.937	72.000	25.000
8.703	53.000	54.000
9.500	66.000	27.000
10.266	65.000	18.000
11.031	59.000	16.000
11.828	53.000	29.000
12.594	66.000	21.000
13.359	69.000	63.000
14.141	68.000	23.000
14.906	59.000	59.000
0.062	173.000	66.000
1.000	167.000	75.000
1.766	130.000	36.000
2.531	121.000	46.000
3.297	164.000	72.000
4.062	154.000	29.000
4.828	153.000	50.000
5.594	107.000	34.000
6.359	102.000	19.000
7.125	130.000	47.000
7.891	132.000	36.000
8.656	110.000	59.000
9.422	138.000	99.000
10.187	123.000	63.000
10.953	115.000	63.000
11.719	114.000	31.000
12.484	159.000	89.000
0.016	128.000	43.000
0.781	128.000	58.000
1.547	148.000	55.000
2.375	131.000	83.000
3.172	99.000	51.000
3.937	132.000	70.000
4.703	125.000	52.000
5.469	113.000	45.000
6.234	126.000	27.000
7.016	134.000	57.000
7.781	129.000	78.000
8.531	110.000	46.000
9.312	126.000	52.000
10.078	121.000	57.000
10.844	123.000	49.000
11.609	130.000	72.000
12.375	122.000	85.000
13.141	132.000	73.000
13.906	117.000	77.000
14.672	139.000	42.000
